Trader ID,Bad Score
1007,0.03990626104421102
1088,0.03483266616262363
1144,0.034239805010370584
1210,0.03006187483126968
1042,0.023492479084016
1086,0.023086496469118055
1034,0.017965939982895356
1076,0.016779145873266798
1048,0.015109442656284416
1099,0.014819888100022553
1147,0.014205184973310497
1205,0.013871664973044468
1626,0.013169673058694653
1201,0.012634332129078331
1094,0.01245833954080224
1011,0.01244629578334732
1173,0.012440839301406381
1480,0.012313169829516345
1013,0.011981309495886352
1084,0.011171138495106496
1122,0.01091857236310718
1161,0.010815747511361138
1489,0.010582005643416208
1041,0.010571091849730905
1836,0.010535742245934865
1031,0.010491408344423473
1256,0.010491408344423473
1259,0.010491408344423473
1303,0.010491408344423473
1393,0.010491408344423473
1562,0.010491408344423473
1668,0.010491408344423473
1821,0.010491408344423473
1944,0.010491408344423473
1138,0.009456855532236231
1050,0.00942171187907073
1311,0.00940426415995084
1005,0.00909537643047408
1038,0.009085030582513857
1039,0.008711498170387426
1239,0.008149108873787227
1230,0.008109711437635312
1016,0.007578466896890132
1103,0.007478083674952167
1021,0.007221118900849185
1114,0.007202197713755047
1037,0.007149569264576158
1283,0.006961634090876621
1309,0.006616420416458468
1356,0.006509167073088853
1508,0.0065077253190630666
1246,0.006507254339868275
1108,0.006421629444438716
1049,0.006415654838769878
1074,0.00618235921254939
1258,0.005737299804480994
1369,0.005678177053370296
1276,0.005664713716928565
1079,0.005631453025044567
1226,0.005466415826058794
1139,0.005142179678903646
1235,0.004961193206869215
1067,0.0049538043241981735
1068,0.004741447349384367
1249,0.004651706251774818
1105,0.004554014820880823
1243,0.004390820711741152
1282,0.004349962690522194
1193,0.004272411687920999
1065,0.004230110352556458
1377,0.004194276870073812
1181,0.004163801070601019
1100,0.00414326671316004
1104,0.004003630007307857
1133,0.003996859832512968
1027,0.003925855379761504
1004,0.0038992969054557555
1224,0.003763713689939619
1328,0.0037138985997331674
1245,0.003640814412636323
1155,0.003602200889392981
1089,0.0035708214871677897
1443,0.0035421724018544
1075,0.0034114872629038328
1327,0.0032809651117006347
1640,0.00325791295115868
1043,0.0031984790800746233
1149,0.003191727660453624
1098,0.003183015651023697
1014,0.003103460666094138
1530,0.0030830862446928026
1112,0.0030681513963893414
1381,0.0030429053648858982
1326,0.00301370204299937
1225,0.0029910712775907513
1584,0.0029787976375333152
1143,0.0029382098890238873
1197,0.002823303843493568
1199,0.002753457729768853
1101,0.0026664211958402923
1093,0.002605131084886256
1025,0.0025624739509147692
1330,0.0025413722819528045
1129,0.0024810025187271124
1136,0.0024452308075050286
1172,0.0023751082148120127
1033,0.002327704709119873
1813,0.0022428691096796132
1008,0.0021812176424954653
1248,0.0021780356388776826
1426,0.0021592232326042766
1035,0.0021080751452103265
1175,0.0021037620378753555
1001,0.0020922204313988343
1349,0.0020391436115010614
1166,0.001929925235313687
1072,0.001860034477662008
1036,0.0018461074775116834
1319,0.0017933882548708873
1296,0.0017877900739172816
1549,0.0017256692412082836
1194,0.0017023719545754576
1771,0.00168841083491409
1651,0.001673515678218882
1370,0.001644060772172837
1123,0.0016072218851674192
1057,0.001596635464164471
1163,0.001548544556096328
1574,0.0015174280545650722
